"","to","for","and","on","you","this","i","is","in","be","from","have","we","at","that","deal","will","with","if","please","are","not","or","as","by","meter","me","your","was","can","need","thanks","any","message","may","should","our","know","original","do","has","all","been","these","day","they","volume","up","out","there","contract","no","more","here","only","us","information","new","company","price","free","get","one","mail","investment","my","but","about","now","which","its","prices","business","contact","news","over","report","money","stock","their","securities","statements","time","many","reply","looking","total_word_count","label"
"1",2.18978102189781,0,2.91970802919708,0,0,0.72992700729927,0,1.45985401459854,2.18978102189781,0,0,0,1.45985401459854,2.18978102189781,0,0,0,0.72992700729927,0,0,1.45985401459854,0,0,0.72992700729927,0.72992700729927,0,0,0,0,0,0,0,0,0,0,0,1.45985401459854,0,0,0,1.45985401459854,0,0,0,0,0,0,0.72992700729927,0,0,0,0,0,0,0,0,0,0.72992700729927,0,0,0,0,0.72992700729927,0,0,0.72992700729927,0.72992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72992700729927,0,0,0,137,"Spam"
"2",1.61290322580645,1.61290322580645,4.83870967741935,0,1.61290322580645,0,0,1.61290322580645,0,0,0,0,0,0,0,0,1.61290322580645,0,0,1.61290322580645,0,0,0,0,0,0,1.61290322580645,6.45161290322581,0,0,0,1.61290322580645,0,0,0,0,1.61290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61290322580645,0,1.61290322580645,0,3.2258064516129,0,0,0,0,0,0,1.61290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61290322580645,0,0,62,"Spam"
"3",3.2258064516129,0,6.45161290322581,0,0,0,0,0,3.2258064516129,0,0,0,0,0,3.2258064516129,0,0,0,0,0,3.2258064516129,0,3.2258064516129,0,0,0,0,0,0,3.2258064516129,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"Spam"
"4",3.49514563106796,0.58252427184466,2.13592233009709,1.16504854368932,2.13592233009709,0.970873786407767,0.194174757281553,0.388349514563107,3.10679611650485,1.94174757281553,0.388349514563107,0.388349514563107,2.52427184466019,0.194174757281553,1.35922330097087,0,1.55339805825243,1.35922330097087,0.388349514563107,0.194174757281553,0.388349514563107,0.194174757281553,0.388349514563107,1.94174757281553,0,0,0,2.71844660194175,0,0,0.194174757281553,0,0.58252427184466,0,0.388349514563107,0.388349514563107,0.388349514563107,0,0,0,0.194174757281553,0.388349514563107,0.194174757281553,0.194174757281553,0,0,0,0.388349514563107,0,0,0,0.194174757281553,0.194174757281553,0,0,0.970873786407767,0,0,0,0,0,0,0.388349514563107,0,0.58252427184466,0.194174757281553,0,0,0,0.194174757281553,0.194174757281553,0,0.388349514563107,0.388349514563107,0,0,0,0.194174757281553,0,0,0,0,0,0,0,0,515,"Spam"
"5",2.9143897996357,1.82149362477231,1.82149362477231,0.364298724954463,0,1.09289617486339,0,0.546448087431694,4.37158469945355,0.910746812386157,0.364298724954463,0,0,1.27504553734062,0.546448087431694,0,0,0.728597449908925,0,0.182149362477231,0,0.546448087431694,1.09289617486339,0.364298724954463,0,0,0,0,0,0.182149362477231,0,0,0.364298724954463,0,0.364298724954463,0.364298724954463,0,0,0,0,0.364298724954463,0,0,0.364298724954463,0,0,0,0.182149362477231,0,0,0,0.364298724954463,0,0,0.182149362477231,0,0.364298724954463,0.364298724954463,0.182149362477231,0,0,0,0.182149362477231,0,0.728597449908925,0,0,0.182149362477231,0.182149362477231,0.182149362477231,0,0,0,0,0,0,1.09289617486339,0,0.546448087431694,0,0,0.546448087431694,0.182149362477231,0,0,0.364298724954463,549,"Spam"
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Spam"
"7",0.623052959501558,0.623052959501558,0.623052959501558,0,0.311526479750779,0,2.80373831775701,0,2.18068535825545,0,0,0,0,0,0.311526479750779,0,4.04984423676012,0,0,0,0,3.42679127725857,0.623052959501558,0,0,0,0,1.24610591900312,0.311526479750779,0,0,0,0,0,0,0,0.311526479750779,0,0,0,0,0.311526479750779,0,0,0,0,0,0,0,0,0,0,0,0.311526479750779,0,0,0,0,0,0,0,0.311526479750779,0,0,0,0,0.311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,"Spam"
"8",1.16279069767442,1.16279069767442,5.81395348837209,0,0,2.32558139534884,0,4.65116279069767,1.16279069767442,0,1.16279069767442,0,0,1.16279069767442,0,0,0,0,1.16279069767442,0,0,0,1.16279069767442,0,0,0,0,0,0,0,0,0,1.16279069767442,0,0,0,0,0,0,0,0,1.16279069767442,0,0,0,0,0,0,0,0,0,0,0,1.16279069767442,1.16279069767442,0,0,0,0,0,1.16279069767442,0,0,1.16279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,"Spam"
"9",1.50375939849624,3.00751879699248,2.25563909774436,0,1.50375939849624,0,0,0,0.75187969924812,0,0.75187969924812,0.75187969924812,1.50375939849624,0.75187969924812,0,0,0,0.75187969924812,0,0,1.50375939849624,0,1.50375939849624,0.75187969924812,0.75187969924812,0,0,3.7593984962406,0,0,0,0,0.75187969924812,0,0,0,0.75187969924812,0,0,0,0,0.75187969924812,0,0,0,0,0,0,0,0,0,0,0.75187969924812,0,0,0.75187969924812,0,0.75187969924812,0,0,0.75187969924812,0.75187969924812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75187969924812,0,0,0,133,"Spam"
"10",3.19148936170213,0,0,0,1.06382978723404,0,0,0,0,0,0,0,1.06382978723404,1.06382978723404,0,0,0,2.12765957446809,1.06382978723404,0,3.19148936170213,1.06382978723404,1.06382978723404,1.06382978723404,1.06382978723404,0,0,1.06382978723404,0,0,0,0,0,0,0,0,2.12765957446809,0,0,0,0,0,0,0,0,0,0,0,1.06382978723404,0,0,0,2.12765957446809,1.06382978723404,1.06382978723404,0,0,1.06382978723404,0,0,1.06382978723404,1.06382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19148936170213,0,0,0,0,0,0,0,0,94,"Spam"
